original,filename,size,path,width,height,alt,file_size_kb
2025_ John Legend _STA -11.JPG,john-legend-sta-live-performance-augustine-amphitheatre-2-1200w.webp,medium,john-legend-sta-live-performance-augustine-amphitheatre-2-1200w.webp,831,1039,"John Legend Sta performing on stage with microphone and white outfit at Augustine Amphitheatre in St. Augustine, Florida",159.9
2025_ John Legend _STA -11.JPG,john-legend-sta-live-performance-augustine-amphitheatre-2-400w.webp,thumb,john-legend-sta-live-performance-augustine-amphitheatre-2-400w.webp,400,500,"John Legend Sta performing on stage with microphone and white outfit at Augustine Amphitheatre in St. Augustine, Florida",24.1
2025_ John Legend _STA -13.JPG,john-legend-sta-laser-show-augustine-amphitheatre-1920w.webp,large,john-legend-sta-laser-show-augustine-amphitheatre-1920w.webp,782,977,"John Legend Sta performs with dramatic laser light show at Augustine Amphitheatre in St. Augustine, Florida",165.8
2025_ John Legend _STA -13.JPG,john-legend-sta-laser-show-augustine-amphitheatre-1200w.webp,medium,john-legend-sta-laser-show-augustine-amphitheatre-1200w.webp,782,977,"John Legend Sta performs with dramatic laser light show at Augustine Amphitheatre in St. Augustine, Florida",165.8
2025_ John Legend _STA -13.JPG,john-legend-sta-laser-show-augustine-amphitheatre-400w.webp,thumb,john-legend-sta-laser-show-augustine-amphitheatre-400w.webp,400,499,"John Legend Sta performs with dramatic laser light show at Augustine Amphitheatre in St. Augustine, Florida",33.4
2025_ John Legend _STA -14.JPG,john-legend-sta-concert-augustine-amphitheatre-st-augustine-2-1920w.webp,large,john-legend-sta-concert-augustine-amphitheatre-st-augustine-2-1920w.webp,723,904,"John Legend Sta performs on stage with dramatic laser light show at Augustine Amphitheatre in St. Augustine, Florida",116.1
2025_ John Legend _STA -14.JPG,john-legend-sta-concert-augustine-amphitheatre-st-augustine-2-1200w.webp,medium,john-legend-sta-concert-augustine-amphitheatre-st-augustine-2-1200w.webp,723,904,"John Legend Sta performs on stage with dramatic laser light show at Augustine Amphitheatre in St. Augustine, Florida",116.1
2025_ John Legend _STA -14.JPG,john-legend-sta-concert-augustine-amphitheatre-st-augustine-2-400w.webp,thumb,john-legend-sta-concert-augustine-amphitheatre-st-augustine-2-400w.webp,400,500,"John Legend Sta performs on stage with dramatic laser light show at Augustine Amphitheatre in St. Augustine, Florida",26.9
2025_ RYAN BINGHAM _STA -00.jpg,ryan-bingham-drum-setup-augustine-amphitheatre-1920w.webp,large,ryan-bingham-drum-setup-augustine-amphitheatre-1920w.webp,1920,2400,"Bourbon bottle and microphones on wooden crate near Ludwig drum kit at Augustine Amphitheatre in St. Augustine, Florida",449.6
2025_ RYAN BINGHAM _STA -00.jpg,ryan-bingham-drum-setup-augustine-amphitheatre-1200w.webp,medium,ryan-bingham-drum-setup-augustine-amphitheatre-1200w.webp,1200,1500,"Bourbon bottle and microphones on wooden crate near Ludwig drum kit at Augustine Amphitheatre in St. Augustine, Florida",129.0
2025_ RYAN BINGHAM _STA -00.jpg,ryan-bingham-drum-setup-augustine-amphitheatre-400w.webp,thumb,ryan-bingham-drum-setup-augustine-amphitheatre-400w.webp,400,500,"Bourbon bottle and microphones on wooden crate near Ludwig drum kit at Augustine Amphitheatre in St. Augustine, Florida",21.5
2025_ RYAN BINGHAM _STA -01.jpg,ryan-bingham-sta-live-performance-augustine-amphitheatre-1920w.webp,large,ryan-bingham-sta-live-performance-augustine-amphitheatre-1920w.webp,1920,2400,"Ryan Bingham Sta performing with guitar under stage lights at Augustine Amphitheatre in St. Augustine, Florida",1766.4
2025_ RYAN BINGHAM _STA -01.jpg,ryan-bingham-sta-live-performance-augustine-amphitheatre-1200w.webp,medium,ryan-bingham-sta-live-performance-augustine-amphitheatre-1200w.webp,1200,1500,"Ryan Bingham Sta performing with guitar under stage lights at Augustine Amphitheatre in St. Augustine, Florida",568.9
2025_ RYAN BINGHAM _STA -01.jpg,ryan-bingham-sta-live-performance-augustine-amphitheatre-400w.webp,thumb,ryan-bingham-sta-live-performance-augustine-amphitheatre-400w.webp,400,500,"Ryan Bingham Sta performing with guitar under stage lights at Augustine Amphitheatre in St. Augustine, Florida",31.5
2025_ RYAN BINGHAM _STA -02.jpg,ryan-bingham-sta-augustine-amphitheatre-concert-1920w.webp,large,ryan-bingham-sta-augustine-amphitheatre-concert-1920w.webp,1920,1280,"Ryan Bingham Sta performs with band under dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",290.6
2025_ RYAN BINGHAM _STA -02.jpg,ryan-bingham-sta-augustine-amphitheatre-concert-1200w.webp,medium,ryan-bingham-sta-augustine-amphitheatre-concert-1200w.webp,1200,800,"Ryan Bingham Sta performs with band under dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",106.0
2025_ RYAN BINGHAM _STA -02.jpg,ryan-bingham-sta-augustine-amphitheatre-concert-400w.webp,thumb,ryan-bingham-sta-augustine-amphitheatre-concert-400w.webp,400,266,"Ryan Bingham Sta performs with band under dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",17.5
2025_ RYAN BINGHAM _STA -03.jpg,ryan-bingham-sta-acoustic-performance-augustine-amphitheatre-1920w.webp,large,ryan-bingham-sta-acoustic-performance-augustine-amphitheatre-1920w.webp,1920,2400,"Ryan Bingham Sta performing with acoustic guitar and microphone at Augustine Amphitheatre in St. Augustine, Florida",199.6
2025_ RYAN BINGHAM _STA -03.jpg,ryan-bingham-sta-acoustic-performance-augustine-amphitheatre-1200w.webp,medium,ryan-bingham-sta-acoustic-performance-augustine-amphitheatre-1200w.webp,1200,1500,"Ryan Bingham Sta performing with acoustic guitar and microphone at Augustine Amphitheatre in St. Augustine, Florida",31.5
2025_ RYAN BINGHAM _STA -03.jpg,ryan-bingham-sta-acoustic-performance-augustine-amphitheatre-400w.webp,thumb,ryan-bingham-sta-acoustic-performance-augustine-amphitheatre-400w.webp,400,500,"Ryan Bingham Sta performing with acoustic guitar and microphone at Augustine Amphitheatre in St. Augustine, Florida",5.1
2025_ RYAN BINGHAM _STA -04.jpg,ryan-bingham-sta-live-performance-augustine-amphitheatre-2-1920w.webp,large,ryan-bingham-sta-live-performance-augustine-amphitheatre-2-1920w.webp,1920,2400,"Ryan Bingham Sta performing with guitarist on stage at Augustine Amphitheatre in St. Augustine, Florida",629.7
2025_ RYAN BINGHAM _STA -04.jpg,ryan-bingham-sta-live-performance-augustine-amphitheatre-2-1200w.webp,medium,ryan-bingham-sta-live-performance-augustine-amphitheatre-2-1200w.webp,1200,1500,"Ryan Bingham Sta performing with guitarist on stage at Augustine Amphitheatre in St. Augustine, Florida",195.4
2025_ RYAN BINGHAM _STA -04.jpg,ryan-bingham-sta-live-performance-augustine-amphitheatre-2-400w.webp,thumb,ryan-bingham-sta-live-performance-augustine-amphitheatre-2-400w.webp,400,500,"Ryan Bingham Sta performing with guitarist on stage at Augustine Amphitheatre in St. Augustine, Florida",29.5
2025_ RYAN BINGHAM _STA -08.jpg,all-night-long-tour-fans-augustine-amphitheatre-1920w.webp,large,all-night-long-tour-fans-augustine-amphitheatre-1920w.webp,1920,2400,"Concert attendees posing with drinks near All Night Long Tour backdrop at Augustine Amphitheatre in St. Augustine, Florida",1058.9
2025_ RYAN BINGHAM _STA -08.jpg,all-night-long-tour-fans-augustine-amphitheatre-1200w.webp,medium,all-night-long-tour-fans-augustine-amphitheatre-1200w.webp,1200,1500,"Concert attendees posing with drinks near All Night Long Tour backdrop at Augustine Amphitheatre in St. Augustine, Florida",288.4
2025_ RYAN BINGHAM _STA -08.jpg,all-night-long-tour-fans-augustine-amphitheatre-400w.webp,thumb,all-night-long-tour-fans-augustine-amphitheatre-400w.webp,400,500,"Concert attendees posing with drinks near All Night Long Tour backdrop at Augustine Amphitheatre in St. Augustine, Florida",22.2
2025_CROCKETT _LEON BRIDGES01.jpg,crockett-leon-bridges-augustine-amphitheatre-performance-1920w.webp,large,crockett-leon-bridges-augustine-amphitheatre-performance-1920w.webp,1080,1350,"Crockett Leon Bridges performing on illuminated stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",102.7
2025_CROCKETT _LEON BRIDGES01.jpg,crockett-leon-bridges-augustine-amphitheatre-performance-1200w.webp,medium,crockett-leon-bridges-augustine-amphitheatre-performance-1200w.webp,1080,1350,"Crockett Leon Bridges performing on illuminated stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",102.7
2025_CROCKETT _LEON BRIDGES01.jpg,crockett-leon-bridges-augustine-amphitheatre-performance-400w.webp,thumb,crockett-leon-bridges-augustine-amphitheatre-performance-400w.webp,400,500,"Crockett Leon Bridges performing on illuminated stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",21.4
2025_CROCKETT _LEON BRIDGES02.jpg,crockett-leon-bridges-performing-augustine-amphitheatre-st-augustine-1920w.webp,large,crockett-leon-bridges-performing-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Crockett Leon Bridges performing with microphone wearing sunglasses and bucket hat at Augustine Amphitheatre in St. Augustine, Florida",136.3
2025_CROCKETT _LEON BRIDGES02.jpg,crockett-leon-bridges-performing-augustine-amphitheatre-st-augustine-1200w.webp,medium,crockett-leon-bridges-performing-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Crockett Leon Bridges performing with microphone wearing sunglasses and bucket hat at Augustine Amphitheatre in St. Augustine, Florida",136.3
2025_CROCKETT _LEON BRIDGES02.jpg,crockett-leon-bridges-performing-augustine-amphitheatre-st-augustine-400w.webp,thumb,crockett-leon-bridges-performing-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Crockett Leon Bridges performing with microphone wearing sunglasses and bucket hat at Augustine Amphitheatre in St. Augustine, Florida",20.2
2025_CROCKETT _LEON BRIDGES03.jpg,crockett-leon-bridges-concert-augustine-amphitheatre-1920w.webp,large,crockett-leon-bridges-concert-augustine-amphitheatre-1920w.webp,1080,1350,"Crockett Leon Bridges performing on stage with dramatic lighting and smoke at Augustine Amphitheatre in St. Augustine, Florida",57.4
2025_CROCKETT _LEON BRIDGES03.jpg,crockett-leon-bridges-concert-augustine-amphitheatre-1200w.webp,medium,crockett-leon-bridges-concert-augustine-amphitheatre-1200w.webp,1080,1350,"Crockett Leon Bridges performing on stage with dramatic lighting and smoke at Augustine Amphitheatre in St. Augustine, Florida",57.4
2025_CROCKETT _LEON BRIDGES03.jpg,crockett-leon-bridges-concert-augustine-amphitheatre-400w.webp,thumb,crockett-leon-bridges-concert-augustine-amphitheatre-400w.webp,400,500,"Crockett Leon Bridges performing on stage with dramatic lighting and smoke at Augustine Amphitheatre in St. Augustine, Florida",13.6
2025_CROCKETT _LEON BRIDGES05.jpg,crockett-leon-bridges-augustine-amphitheatre-performance-2-1920w.webp,large,crockett-leon-bridges-augustine-amphitheatre-performance-2-1920w.webp,1080,1350,"Crockett Leon Bridges performing on stage with microphone at Augustine Amphitheatre in St. Augustine, Florida",97.1
2025_CROCKETT _LEON BRIDGES05.jpg,crockett-leon-bridges-augustine-amphitheatre-performance-2-1200w.webp,medium,crockett-leon-bridges-augustine-amphitheatre-performance-2-1200w.webp,1080,1350,"Crockett Leon Bridges performing on stage with microphone at Augustine Amphitheatre in St. Augustine, Florida",97.1
2025_CROCKETT _LEON BRIDGES05.jpg,crockett-leon-bridges-augustine-amphitheatre-performance-2-400w.webp,thumb,crockett-leon-bridges-augustine-amphitheatre-performance-2-400w.webp,400,500,"Crockett Leon Bridges performing on stage with microphone at Augustine Amphitheatre in St. Augustine, Florida",19.8
2025_CROCKETT _LEON BRIDGES06.jpg,crockett-leon-bridges-live-performance-augustine-amphitheatre-1920w.webp,large,crockett-leon-bridges-live-performance-augustine-amphitheatre-1920w.webp,1080,1350,"Crockett Leon Bridges performing live on stage with microphone at Augustine Amphitheatre in St. Augustine, Florida",74.6
2025_CROCKETT _LEON BRIDGES06.jpg,crockett-leon-bridges-live-performance-augustine-amphitheatre-1200w.webp,medium,crockett-leon-bridges-live-performance-augustine-amphitheatre-1200w.webp,1080,1350,"Crockett Leon Bridges performing live on stage with microphone at Augustine Amphitheatre in St. Augustine, Florida",74.6
2025_CROCKETT _LEON BRIDGES06.jpg,crockett-leon-bridges-live-performance-augustine-amphitheatre-400w.webp,thumb,crockett-leon-bridges-live-performance-augustine-amphitheatre-400w.webp,400,500,"Crockett Leon Bridges performing live on stage with microphone at Augustine Amphitheatre in St. Augustine, Florida",15.8
2025_CROCKETT _LEON BRIDGES07.jpg,crockett-leon-bridges-augustine-amphitheatre-performance-3-1920w.webp,large,crockett-leon-bridges-augustine-amphitheatre-performance-3-1920w.webp,1080,1350,"Crockett Leon Bridges performing on illuminated stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",127.2
2025_CROCKETT _LEON BRIDGES07.jpg,crockett-leon-bridges-augustine-amphitheatre-performance-3-1200w.webp,medium,crockett-leon-bridges-augustine-amphitheatre-performance-3-1200w.webp,1080,1350,"Crockett Leon Bridges performing on illuminated stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",127.2
2025_CROCKETT _LEON BRIDGES07.jpg,crockett-leon-bridges-augustine-amphitheatre-performance-3-400w.webp,thumb,crockett-leon-bridges-augustine-amphitheatre-performance-3-400w.webp,400,500,"Crockett Leon Bridges performing on illuminated stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",29.6
2025_CROCKETT _LEON BRIDGES09.jpg,crockett-leon-bridges-live-performance-augustine-amphitheatre-2-1920w.webp,large,crockett-leon-bridges-live-performance-augustine-amphitheatre-2-1920w.webp,1080,1350,"Crockett Leon Bridges performing energetically on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",111.1
2025_CROCKETT _LEON BRIDGES09.jpg,crockett-leon-bridges-live-performance-augustine-amphitheatre-2-1200w.webp,medium,crockett-leon-bridges-live-performance-augustine-amphitheatre-2-1200w.webp,1080,1350,"Crockett Leon Bridges performing energetically on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",111.1
2025_CROCKETT _LEON BRIDGES09.jpg,crockett-leon-bridges-live-performance-augustine-amphitheatre-2-400w.webp,thumb,crockett-leon-bridges-live-performance-augustine-amphitheatre-2-400w.webp,400,500,"Crockett Leon Bridges performing energetically on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",15.9
2025_CROCKETT _LEON BRIDGES10.jpg,crockett-leon-bridges-live-performance-augustine-amphitheatre-3-1920w.webp,large,crockett-leon-bridges-live-performance-augustine-amphitheatre-3-1920w.webp,1080,1350,"Crockett Leon Bridges performing live on stage with band at Augustine Amphitheatre in St. Augustine, Florida",223.9
2025_CROCKETT _LEON BRIDGES10.jpg,crockett-leon-bridges-live-performance-augustine-amphitheatre-3-1200w.webp,medium,crockett-leon-bridges-live-performance-augustine-amphitheatre-3-1200w.webp,1080,1350,"Crockett Leon Bridges performing live on stage with band at Augustine Amphitheatre in St. Augustine, Florida",223.9
2025_CROCKETT _LEON BRIDGES10.jpg,crockett-leon-bridges-live-performance-augustine-amphitheatre-3-400w.webp,thumb,crockett-leon-bridges-live-performance-augustine-amphitheatre-3-400w.webp,400,500,"Crockett Leon Bridges performing live on stage with band at Augustine Amphitheatre in St. Augustine, Florida",21.7
2025_CROCKETT _LEON BRIDGES11.jpg,female-guitarist-performing-augustine-amphitheatre-st-augustine-1920w.webp,large,female-guitarist-performing-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Female musician performing with electric guitar and microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",104.1
2025_CROCKETT _LEON BRIDGES11.jpg,female-guitarist-performing-augustine-amphitheatre-st-augustine-1200w.webp,medium,female-guitarist-performing-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Female musician performing with electric guitar and microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",104.1
2025_CROCKETT _LEON BRIDGES11.jpg,female-guitarist-performing-augustine-amphitheatre-st-augustine-400w.webp,thumb,female-guitarist-performing-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Female musician performing with electric guitar and microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",25.7
2025_CROCKETT _LEON BRIDGES12.jpg,crockett-leon-bridges-guitar-performance-augustine-amphitheatre-1920w.webp,large,crockett-leon-bridges-guitar-performance-augustine-amphitheatre-1920w.webp,1080,1350,"Crockett Leon Bridges performing energetically with electric guitar and cowboy hat at Augustine Amphitheatre in St. Augustine, Florida",236.9
2025_CROCKETT _LEON BRIDGES12.jpg,crockett-leon-bridges-guitar-performance-augustine-amphitheatre-1200w.webp,medium,crockett-leon-bridges-guitar-performance-augustine-amphitheatre-1200w.webp,1080,1350,"Crockett Leon Bridges performing energetically with electric guitar and cowboy hat at Augustine Amphitheatre in St. Augustine, Florida",236.9
2025_CROCKETT _LEON BRIDGES12.jpg,crockett-leon-bridges-guitar-performance-augustine-amphitheatre-400w.webp,thumb,crockett-leon-bridges-guitar-performance-augustine-amphitheatre-400w.webp,400,500,"Crockett Leon Bridges performing energetically with electric guitar and cowboy hat at Augustine Amphitheatre in St. Augustine, Florida",27.7
2025_CROCKETT _LEON BRIDGES13.jpg,crockett-leon-bridges-guitar-performance-augustine-amphitheatre-2-1920w.webp,large,crockett-leon-bridges-guitar-performance-augustine-amphitheatre-2-1920w.webp,1080,1350,"Crockett Leon Bridges performing with electric guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",223.1
2025_CROCKETT _LEON BRIDGES13.jpg,crockett-leon-bridges-guitar-performance-augustine-amphitheatre-2-1200w.webp,medium,crockett-leon-bridges-guitar-performance-augustine-amphitheatre-2-1200w.webp,1080,1350,"Crockett Leon Bridges performing with electric guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",223.1
2025_CROCKETT _LEON BRIDGES13.jpg,crockett-leon-bridges-guitar-performance-augustine-amphitheatre-2-400w.webp,thumb,crockett-leon-bridges-guitar-performance-augustine-amphitheatre-2-400w.webp,400,500,"Crockett Leon Bridges performing with electric guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",26.1
2025_CROCKETT _LEON BRIDGES14.jpg,charley-crockett-live-performance-augustine-amphitheatre-1920w.webp,large,charley-crockett-live-performance-augustine-amphitheatre-1920w.webp,1080,1350,"Charley Crockett performs on stage with band members at Augustine Amphitheatre in St. Augustine, Florida",327.0
2025_CROCKETT _LEON BRIDGES14.jpg,charley-crockett-live-performance-augustine-amphitheatre-1200w.webp,medium,charley-crockett-live-performance-augustine-amphitheatre-1200w.webp,1080,1350,"Charley Crockett performs on stage with band members at Augustine Amphitheatre in St. Augustine, Florida",327.0
2025_CROCKETT _LEON BRIDGES14.jpg,charley-crockett-live-performance-augustine-amphitheatre-400w.webp,thumb,charley-crockett-live-performance-augustine-amphitheatre-400w.webp,400,500,"Charley Crockett performs on stage with band members at Augustine Amphitheatre in St. Augustine, Florida",33.9
2025_CROCKETT _LEON BRIDGES15.jpg,couple-audience-live-event-augustine-amphitheatre-1920w.webp,large,couple-audience-live-event-augustine-amphitheatre-1920w.webp,1080,1350,"Young couple enjoying live performance in audience at Augustine Amphitheatre in St. Augustine, Florida",106.2
2025_CROCKETT _LEON BRIDGES15.jpg,couple-audience-live-event-augustine-amphitheatre-1200w.webp,medium,couple-audience-live-event-augustine-amphitheatre-1200w.webp,1080,1350,"Young couple enjoying live performance in audience at Augustine Amphitheatre in St. Augustine, Florida",106.2
2025_CROCKETT _LEON BRIDGES15.jpg,couple-audience-live-event-augustine-amphitheatre-400w.webp,thumb,couple-audience-live-event-augustine-amphitheatre-400w.webp,400,500,"Young couple enjoying live performance in audience at Augustine Amphitheatre in St. Augustine, Florida",25.0
2025_CROCKETT _LEON BRIDGES16.jpg,crockett-leon-bridges-augustine-amphitheatre-performance-4-1920w.webp,large,crockett-leon-bridges-augustine-amphitheatre-performance-4-1920w.webp,1080,1350,"Crockett Leon Bridges performing with atmospheric lighting and audience members at Augustine Amphitheatre in St. Augustine, Florida",53.3
2025_CROCKETT _LEON BRIDGES16.jpg,crockett-leon-bridges-augustine-amphitheatre-performance-4-1200w.webp,medium,crockett-leon-bridges-augustine-amphitheatre-performance-4-1200w.webp,1080,1350,"Crockett Leon Bridges performing with atmospheric lighting and audience members at Augustine Amphitheatre in St. Augustine, Florida",53.3
2025_CROCKETT _LEON BRIDGES16.jpg,crockett-leon-bridges-augustine-amphitheatre-performance-4-400w.webp,thumb,crockett-leon-bridges-augustine-amphitheatre-performance-4-400w.webp,400,500,"Crockett Leon Bridges performing with atmospheric lighting and audience members at Augustine Amphitheatre in St. Augustine, Florida",14.0
2025_CROCKETT _LEON BRIDGES18.jpg,women-group-photo-augustine-amphitheatre-event-1920w.webp,large,women-group-photo-augustine-amphitheatre-event-1920w.webp,1080,1350,"Five women smiling together under tent at outdoor event at Augustine Amphitheatre in St. Augustine, Florida",96.6
2025_CROCKETT _LEON BRIDGES18.jpg,women-group-photo-augustine-amphitheatre-event-1200w.webp,medium,women-group-photo-augustine-amphitheatre-event-1200w.webp,1080,1350,"Five women smiling together under tent at outdoor event at Augustine Amphitheatre in St. Augustine, Florida",96.6
2025_CROCKETT _LEON BRIDGES18.jpg,women-group-photo-augustine-amphitheatre-event-400w.webp,thumb,women-group-photo-augustine-amphitheatre-event-400w.webp,400,500,"Five women smiling together under tent at outdoor event at Augustine Amphitheatre in St. Augustine, Florida",22.9
2025_SIERRA FERREL_-1.jpg,sierra-ferrel-violin-performance-augustine-amphitheatre-1920w.webp,large,sierra-ferrel-violin-performance-augustine-amphitheatre-1920w.webp,1080,1350,"Sierra Ferrel performs with violin wearing floral crown and dress at Augustine Amphitheatre in St. Augustine, Florida",79.5
2025_SIERRA FERREL_-1.jpg,sierra-ferrel-violin-performance-augustine-amphitheatre-1200w.webp,medium,sierra-ferrel-violin-performance-augustine-amphitheatre-1200w.webp,1080,1350,"Sierra Ferrel performs with violin wearing floral crown and dress at Augustine Amphitheatre in St. Augustine, Florida",79.5
